pattern,meaning,title,explanation,category,example_sentence,example_translation
依存・条件を表す文型の比較,Các cấu trúc biểu thị sự phụ thuộc và điều kiện,N2,,jlpt_grammar,,
～しだい,"Khi nào đến được bờ bên kia, hãy gọi lại cho tôi ngay.",N2,"""""""～しだい"""" được sử dụng để diễn tả ý nghĩa """"ngay sau khi"""", """"vừa mới"""". Cấu trúc này nhấn mạnh rằng hành động sẽ được thực hiện ngay lập tức sau khi điều kiện tiên quyết được đáp ứng. Đây là cách nói trang trọng, thường được sử dụng trong văn viết hoặc giao tiếp công sở.""",jlpt_grammar,,
default,"""#N2, #動詞接続, #時間表現, #条件, #すぐに, #マス形, #しだい""",[Để trống],,jlpt_grammar,,
～しだい,場所は決まりしだいお知らせします (Khi nào quyết định được địa điểm chúng tôi sẽ thông báo lại ngay),N2,"""Cấu trúc """"～しだい"""" được sử dụng để diễn tả {{c1::ngay sau khi}} một hành động hoặc sự việc xảy ra. Nó mang ý nghĩa {{c2::hành động sẽ được thực hiện ngay lập tức}} khi điều kiện được đáp ứng. Cấu trúc này {{c3::không thể dùng cho quá khứ}} và thường xuất hiện trong {{c3::văn viết trang trọng}} hoặc {{c3::giao tiếp công sở}}.""",jlpt_grammar,,
～しだい vs ～たらすぐに vs ～次第で,"""Các cách diễn tả """"ngay sau khi"""" và """"tùy thuộc vào""""""",N2,,jlpt_grammar,,
〜かねない,"Trong tình hình kinh tế bất ổn này, công ty chúng ta cũng có nguy cơ bị thua lỗ.",N2,"Cấu trúc 〜かねない được sử dụng để diễn tả khả năng xảy ra một kết quả xấu hoặc không mong muốn. Nó mang ý nghĩa lo lắng, cảnh báo về một tình huống có thể trở nên tồi tệ. Cấu trúc này thường xuất hiện trong các ngữ cảnh nghiêm túc hoặc khi nói về những vấn đề đáng lo ngại.",jlpt_grammar,,
default,"""#可能性, #心配, #危険, #懸念, #推測, #マイナス結果, #動詞マス形""",[sound:J2TEAM-TTS-1748162932769.mp3],,jlpt_grammar,,
〜かねない,"夫は仕事が忙しすぎて、過労死しかねない状態だ。(Chồng tôi vất vả vì công việc quá, ở vào trạng thái có thể đột tử vì làm việc quá sức.)",N2,Cấu trúc 〜かねない được sử dụng để thể hiện {{c1::khả năng xảy ra}} một kết quả {{c1::không mong muốn}} hoặc {{c1::có hại}}. Nó mang ý nghĩa {{c2::lo lắng}} và {{c2::cảnh báo}} về một tình huống có thể trở nên tồi tệ. Cấu trúc này thường được sử dụng trong các ngữ cảnh {{c3::nghiêm túc}} hoặc khi thảo luận về {{c3::những vấn đề đáng lo ngại}}.,jlpt_grammar,,
可能性を表す表現の比較,Các cách biểu đạt khả năng và lo ngại,N2,,jlpt_grammar,,
～かねる,Con trai tôi không thể chịu nổi những áp lực của kỳ thi và bị suy sụp sức khỏe.,N2,「～かねる」は動詞のマス形に接続して、「～することができない」「～するのが困難だ」という意味を表す文法です。感情的に耐えられない、物理的に無理、能力的に不可能などの状況で使用されます。書き言葉や丁寧な表現でよく用いられます。,jlpt_grammar,,
default,"""#動詞接続, #困難表現, #敬語, #書き言葉, #N2文法, #可能性否定, #感情表現""",[Để trống],,jlpt_grammar,,
～かねる,見るに見かねて手伝う。（Không thể khoanh tay đứng nhìn được và giúp đỡ。）,N2,"Cấu trúc「～かねる」được sử dụng để biểu thị {{c1::sự không thể thực hiện}} hoặc {{c1::tình trạng khó khăn}} trong việc làm một hành động nào đó. Nó mang ý nghĩa {{c2::cảm xúc mạnh mẽ}} hơn là chỉ đơn thuần nói về khả năng, thể hiện sự {{c2::không thể chịu đựng}} hoặc {{c2::không thể kiềm chế}}. Cấu trúc này thường xuất hiện trong {{c3::văn viết}} và {{c3::ngôn ngữ trang trọng}}, đặc biệt trong các tình huống {{c3::xin lỗi}} hoặc {{c3::từ chối lịch sự}}.",jlpt_grammar,,
かねる系の文法比較,Các cấu trúc biểu thị khả năng và hạn chế,N2,,jlpt_grammar,,
～にしたら／すれば／しても,"Với tôi thì không sao cả, nhưng với ông bà thì là việc không thể tha thứ.",N2,"Cấu trúc này được sử dụng để thể hiện cách nhìn nhận, đánh giá một vấn đề từ quan điểm hoặc lập trường của một người cụ thể. Nó nhấn mạnh sự khác biệt trong cách suy nghĩ giữa các người. Thường được dùng khi muốn so sánh quan điểm khác nhau về cùng một vấn đề. Có thể sử dụng với cả したら, すれば, しても với ý nghĩa tương tự.",jlpt_grammar,,
default,"""#立場, #観点, #気持ち, #考え方, #視点, #見方, #意見""",[Để trống],,jlpt_grammar,,
～にしたら／すれば／しても,会社の経営が苦しいので、組合側にしても大幅な賃金アップは要求できない。(Vì kinh doanh công ty khó khăn nên xét từ phía nghiệp đoàn cũng không thể đòi tăng lương nhiều.),N2,Cấu trúc này được sử dụng để {{c1::thể hiện quan điểm}} hoặc {{c1::cách đánh giá}} một vấn đề từ lập trường của một người cụ thể. Nó có chức năng {{c2::so sánh}} và {{c2::đối chiếu}} các quan điểm khác nhau về cùng một vấn đề. Thường xuất hiện trong các tình huống {{c3::thảo luận}} hoặc {{c3::phân tích}} khi cần làm rõ sự khác biệt trong cách suy nghĩ giữa các bên.,jlpt_grammar,,
Nhóm cấu trúc thể hiện quan điểm/lập trường,Nhóm cấu trúc thể hiện quan điểm và lập trường,N2,,jlpt_grammar,,
〜ずにすむ,"Tôi bị ngã xe đạp và bị thương, nhưng may mà không phải làm phẫu thuật.",N3,"""Cấu trúc """"〜ずにすむ"""" được sử dụng để diễn tả việc may mắn tránh khỏi được một sự việc không mong muốn hoặc không cần thiết phải làm. Nó thường mang sắc thái tích cực, thể hiện sự nhẹ nhõm. Cấu trúc này kết hợp với thể ナイ của động từ và có thể dịch là """"không cần phải"""", """"may mà không phải"""".""",jlpt_grammar,,
default,"""#避免, #不必要, #幸運, #動詞接続, #ナイ形, #済む, #省略""",[Để trống],,jlpt_grammar,,
〜ずにすむ,修理の費用が思ったより安くすんでよかった。(Thật tốt vì chi phí sửa chữa rẻ hơn so với tôi nghĩ.),N3,"""Cấu trúc """"〜ずにすむ"""" được sử dụng để diễn tả việc {{c1::may mắn tránh khỏi}} một sự việc không mong muốn hoặc {{c1::không cần thiết phải làm}} một hành động nào đó. Nó thường mang {{c2::sắc thái tích cực}} và thể hiện {{c2::sự nhẹ nhõm}} của người nói. Cấu trúc này thường xuất hiện trong các tình huống {{c3::bày tỏ may mắn}} hoặc {{c3::cảm ơn}} khi tránh được việc không muốn làm.""",jlpt_grammar,,
避免・不必要の表現,Các cách diễn đạt tránh khỏi và không cần thiết,N3,,jlpt_grammar,,
～に先立って／先立ち,"Trước khi bắt đầu buổi họp báo, mỗi người sẽ được phát bản diễn thuyết tóm tắt.",N2,"""Cấu trúc """"～に先立って／先立ち"""" được sử dụng để diễn tả một hành động chuẩn bị được thực hiện trước một sự kiện quan trọng. Nó mang tính trang trọng và thường xuất hiện trong các tình huống chính thức. Ý nghĩa tương đương với """"trước khi"""" nhưng có sắc thái lịch sự và trang trọng hơn. Thường theo sau là những hành động mang tính chất chuẩn bị, dự phòng.""",jlpt_grammar,,
default,"""#先立って, #準備, #前置き, #公式, #儀式, #N2文法, #時間関係""",[Để trống],,jlpt_grammar,,
～に先立って／先立ち,"今回のケースでは、噴火に先立つ地震が48時間続いた。 (Trong trường hợp lần này, các trận động đất đã diễn ra liên tục trong 48 giờ trước khi vụ phun trào xảy ra.)",N2,"""Cấu trúc """"～に先立って／先立ち"""" được sử dụng để diễn tả {{c1::hành động chuẩn bị}} được thực hiện {{c1::trước một sự kiện quan trọng}}. Nó mang tính {{c2::trang trọng và chính thức}}, khác với """"～前に"""" thông thường. Thường xuất hiện trong các tình huống {{c3::chính thức}} như {{c3::hội nghị}}, {{c3::lễ hội}} hoặc {{c3::sự kiện công cộng}}.""",jlpt_grammar,,
"""Nhóm cấu trúc diễn tả thời gian """"trước khi""""""","""Nhóm cấu trúc diễn tả """"trước khi""""""",N2,,jlpt_grammar,,
～（か）と思ったら／思うと,"Vào giờ cao điểm, đoàn tàu đằng trước vừa đi thì đoàn tàu sau đã tới.",N2,"Cấu trúc này được sử dụng để diễn tả hai sự việc xảy ra liên tiếp một cách nhanh chóng, gần như đồng thời. Người nói không có chủ ý điều khiển sự việc thứ hai, mà nó xảy ra một cách tự nhiên. Thường mang sắc thái ngạc nhiên hoặc bất ngờ về tốc độ diễn ra của các sự việc. Cấu trúc này nhấn mạnh tính chất liên tiếp và nhanh chóng của các hành động.",jlpt_grammar,,
default,"""#連続動作, #即座性, #同時発生, #変化, #時間表現, #客観的描写, #N2文法""",[Để trống],,jlpt_grammar,,
～（か）と思ったら／思うと,"春が来たかと思ったら、もう夏の暑さだ。(Mùa xuân vừa tới, thế mà đã nóng như mùa hè rồi.)",N2,"Cấu trúc này diễn tả {{c1::hai sự việc xảy ra liên tiếp}} trong thời gian rất ngắn, gần như {{c1::đồng thời}}. Nó mang ý nghĩa {{c2::bất ngờ}} và {{c2::ngạc nhiên}} về tốc độ diễn ra của sự việc thứ hai. Người nói {{c3::không có chủ ý}} điều khiển sự việc thứ hai, mà nó xảy ra một cách {{c3::tự nhiên và bất ngờ}}.",jlpt_grammar,,
連続・即座の時間表現,Các cách diễn tả hành động liên tiếp và tức thì,N2,,jlpt_grammar,,
～か～ないかのうちに,"Cửa trung tâm thương mại vừa mở, rất đông người đứng chờ đã xô vào khu bán hạ giá.",N2,この文法は二つの動作がほぼ同時に起こることを表します。前の動作が完了するかしないかというタイミングで、すぐに次の動作が始まることを強調します。時間的な間隔がほとんどないことを示し、「すぐに」「即座に」という意味を含んでいます。話し手の驚きや印象の強さも表現できます。,jlpt_grammar,,
default,"""#時間表現, #同時性, #瞬間, #継続, #タイミング, #N2文法, #動詞接続""",[Để trống],,jlpt_grammar,,
～か～ないかのうちに,"始業ベルが鳴り終わるか終わらないかのうちに先生が教室に入ってきた。 (Chuông vừa dứt, giáo viên liền đi vào lớp.)",N2,"Cấu trúc này được sử dụng để diễn tả {{c1::hai hành động xảy ra gần như đồng thời}}, trong đó hành động thứ hai xảy ra {{c2::ngay lập tức}} sau khi hành động đầu tiên vừa hoàn thành hoặc chưa hoàn thành. Nó nhấn mạnh {{c3::tính chất tức thời}} và không có khoảng thời gian chờ đợi giữa hai hành động.",jlpt_grammar,,
瞬間性を表す時間表現の比較,Các cấu trúc biểu thị tính đồng thời và tức thời,N2,,jlpt_grammar,,
～に限らず,Chúng tôi tiếp nhận đơn đăng ký không chỉ vào ngày thường mà cả ngày cuối tuần.,N2,"""Cấu trúc """"～に限らず"""" được sử dụng để biểu thị rằng điều gì đó không chỉ xảy ra trong phạm vi được đề cập mà còn mở rộng ra các phạm vi khác. Nó có nghĩa là """"không chỉ…mà còn"""" hoặc """"không giới hạn ở…"""". Cấu trúc này thường xuất hiện trong văn viết và ngôn ngữ trang trọng, đặc biệt trong bối cảnh kinh doanh và thông báo chính thức.""",jlpt_grammar,,
default,"""#N2文法, #限定表現, #範囲拡大, #接続, #名詞接続, #ビジネス, #日常会話""",[Để trống],,jlpt_grammar,,
～に限らず,問題は大人に限らず、子どもにも影響を与えている。 (Vấn đề này không chỉ ảnh hưởng đến người lớn mà còn cả trế em.),N2,"""Cấu trúc """"～に限らず"""" được sử dụng để {{c1::mở rộng phạm vi}} của một sự việc hoặc hiện tượng nào đó. Nó có nghĩa là {{c1::không chỉ giới hạn ở}} điều được đề cập trước đó mà còn {{c2::bao gồm cả các trường hợp khác}}. Cấu trúc này thường được sử dụng trong {{c3::văn viết trang trọng}} và {{c3::thông báo chính thức}} để nhấn mạnh tính toàn diện của một quy định hoặc hiện tượng.""",jlpt_grammar,,
～に限る,"Mùa đông thì rượu Nhật cũng tốt, nhưng mùa hè thì bia là nhất.",N3,"""Cấu trúc """"～に限る"""" có hai ý nghĩa chính: biểu thị sự giới hạn (chỉ có thế này thôi) và biểu thị ý kiến cho rằng điều gì đó là tốt nhất. Khi dùng với danh từ thể hiện giới hạn, khi dùng với động từ thể hiện khuyến nghị mạnh mẽ.""",jlpt_grammar,,
default,"""#限定, #範囲, #意見表明, #制限, #推薦, #N3文法, #接続制限""",,,jlpt_grammar,,
～に限る,スポーツは会場に行ってみるに限ると思う。 (Tôi nghĩ về thể thao thì đi xem ở nhà thi đấu là tốt nhất.),N3,"""Cấu trúc """"～に限る"""" được sử dụng để biểu thị {{c1::sự giới hạn}} hoặc {{c1::khẳng định mạnh mẽ}} về điều gì đó. Khi đi với danh từ, nó có nghĩa {{c2::chỉ giới hạn trong phạm vi}} nhất định. Khi đi với động từ dạng từ điển, nó thể hiện {{c3::ý kiến chủ quan}} cho rằng cách làm đó là tốt nhất. Cấu trúc này mang tính {{c3::khuyến nghị mạnh mẽ}} hơn so với các biểu hiện thông thường.""",jlpt_grammar,,
限定・推薦を表す表現,Các biểu hiện giới hạn và khuyến nghị,N3,,jlpt_grammar,,
～ないではいられない/ずにはいられない,"Khuôn mặt của anh ta lúc bất ngờ trông kỳ quặc quá, nên mặc dù thất lễ nhưng tôi buồn cười không chịu được.",N2,"Cấu trúc này được sử dụng để diễn tả việc không thể kìm chế được một hành động hoặc cảm xúc nào đó, mặc dù có thể không muốn làm như vậy. Chủ ngữ thường là ngôi thứ nhất (tôi) và thể hiện sự bất đắc dĩ phải thực hiện hành động đó. Đây là biểu hiện của cảm xúc hoặc bản năng tự nhiên của con người.",jlpt_grammar,,
default,"""#動詞, #感情, #衝動, #N2文法, #否定形, #自制, #心理""",[Để trống],,jlpt_grammar,,
～ないではいられない/ずにはいられない,"""人間は「見てはいけない」と言われると、かえって見てみずにはいられなくなるものらしい。(Con người dường như mỗi khi bị nói """"không được nhìn"""" thì ngược lại lại càng muốn nhìn.)""",N2,Cấu trúc này được sử dụng khi muốn diễn tả {{c1::việc không thể kìm chế được}} một hành động hoặc cảm xúc nào đó. Nó thể hiện {{c2::sự bất đắc dĩ}} và {{c2::tính tự nhiên}} của việc phải thực hiện hành động đó mặc dù có thể không muốn. Thường được sử dụng trong các tình huống {{c3::cảm xúc mạnh}} hoặc khi {{c3::bản năng tự nhiên}} chi phối hành vi.,jlpt_grammar,,
Cấu trúc diễn tả sự bắt buộc và không thể kìm chế,Các cấu trúc diễn tả sự bắt buộc và không thể kìm chế,N2,,jlpt_grammar,,
～まい,"Với một người không hề nghe những lời nhắc nhở của người khác như anh ta, tôi quyết không nói gì nữa.",N1,"Cấu trúc ～まい là một dạng ngữ pháp thuộc văn viết, thể hiện ý chí phủ định mạnh mẽ của người nói (quyết không làm gì) hoặc suy đoán phủ định (chắc không xảy ra). Khi chủ ngữ là ngôi thứ nhất, nó thể hiện quyết tâm không làm việc gì. Khi chủ ngữ là ngôi thứ ba, nó thể hiện suy đoán rằng điều gì đó sẽ không xảy ra.",jlpt_grammar,,
default,"""#意志, #否定, #決意, #推量, #書き言葉, #文語体, #N1文法""",[Để trống],,jlpt_grammar,,
～まい,"彼女は涙を見せまいとして横を向いた。 (Cô ấy quay mặt đi, quyết không để ai thấy nước mắt của mình。)",N1,"Cấu trúc ～まい được sử dụng để thể hiện {{c1::ý chí phủ định mạnh mẽ}} hoặc {{c1::quyết tâm không làm gì}}. Nó mang tính chất {{c2::trang trọng}} và chỉ xuất hiện trong {{c2::văn viết}} hoặc lời nói chính thức. Khi chủ ngữ là ngôi thứ ba, nó thể hiện {{c3::suy đoán phủ định}} về khả năng xảy ra của một sự việc.",jlpt_grammar,,
否定意志・推量の表現,Các cách thể hiện ý chí và suy đoán phủ định,N1,,jlpt_grammar,,
～ところを,Rất cảm ơn ông vì dù bận rộn nhưng đã dành thời gian đến với chúng tôi.,N2,"""Cấu trúc ～ところを được sử dụng như lời mở đầu trong các tình huống lịch sự để thể hiện sự cảm ơn, xin lỗi hoặc nhờ vả. Nó có ý nghĩa """"mặc dù đang trong tình trạng…"""" và thể hiện sự thông cảm của người nói đối với hoàn cảnh của người nghe. Đây là cách nói rất lịch sự và thường xuất hiện trong giao tiếp trang trọng.""",jlpt_grammar,,
default,"""#敬語, #感謝, #謝罪, #お詫び, #前置き, #会話, #丁寧語""",[sound:J2TEAM-TTS-1748161317009.mp3],,jlpt_grammar,,
～ところを,お忙しいところをありがとうございます。(Cảm ơn anh mặc dù đang bận rộn.),N2,"""Cấu trúc '～ところを' được sử dụng như {{c1::lời mở đầu}} trong các tình huống trang trọng để thể hiện {{c1::sự thông cảm}} đối với hoàn cảnh của người nghe. Nó có nghĩa là {{c2::""""mặc dù đang trong tình trạng…""""}} và thường đi kèm với {{c2::lời cảm ơn, xin lỗi hoặc nhờ vả}}. Cấu trúc này thể hiện {{c3::sự lịch sự}} và {{c3::tôn trọng}} trong giao tiếp formal.""",jlpt_grammar,,
Cấu trúc mở đầu lịch sự,Các cấu trúc mở đầu và tương phản,N2,,jlpt_grammar,,
～たところで,Cho dù có nói ra sự thật thì cũng chẳng ai tin tôi đâu.,N3,"""Cấu trúc ～たところで được sử dụng để diễn tả rằng dù có thực hiện hành động nào đó thì cũng không đạt được kết quả mong muốn. Nó mang ý nghĩa tiêu cực, thể hiện sự vô ích hoặc không hiệu quả của một hành động. Thường được dịch là """"dù có… thì cũng…"""" hoặc """"cho dù… đi chăng nữa"""". Cấu trúc này thể hiện quan điểm bi quan hoặc thực tế về tình huống.""",jlpt_grammar,,
default,"""#仮定, #逆接, #諦め, #無駄, #結果予想, #批判的表現, #N3文法""",[sound:J2TEAM-TTS-1748161237567.mp3],,jlpt_grammar,,
～たところで,"彼女は体力があるから、2、3日徹夜したところで平気だろう。(Thể lực cô ấy khỏe lắm, thức 2, 3 hôm thì vẫn bình thường.)",N3,Cấu trúc ～たところで được sử dụng để diễn tả {{c1::sự vô ích}} hoặc {{c1::không hiệu quả}} của một hành động nào đó. Nó thể hiện rằng dù có thực hiện hành động đó thì cũng {{c2::không đạt được kết quả mong muốn}}. Cấu trúc này mang {{c3::tính tiêu cực}} và thường được sử dụng trong các tình huống {{c3::bi quan}} hoặc {{c3::thực tế}}.,jlpt_grammar,,
たところで・ても・にしても の比較,So sánh các cấu trúc diễn tả nhượng bộ và giả định,N3,,jlpt_grammar,,
～にあたって／あたり,"Lúc bắt đầu công việc mới, tôi đã mượn chú tôi tới 1 triệu yên.",N2,"""Cấu trúc """"～にあたって／あたり"""" được sử dụng để diễn tả những hành động chuẩn bị hoặc lưu ý trước một thời điểm quan trọng, đặc biệt. Nó mang ý nghĩa """"trước khi…"""" hoặc """"khi…"""" và thường xuất hiện trong các tình huống trang trọng. Cấu trúc này thể hiện sự cẩn trọng và chu đáo trong việc chuẩn bị.""",jlpt_grammar,,
default,"""#準備, #特別な場面, #フォーマル, #書き言葉, #重要な時, #節目, #手続き""",[sound:J2TEAM-TTS-1748161402954.mp3],,jlpt_grammar,,
～にあたって／あたり,"新しい仕事を始めるにあたり、準備をしっかりした。 (Trước khi bắt đầu công việc mới, tôi đã chuẩn bị kỹ lưỡng.)",N2,"""Cấu trúc """"～にあたって／あたり"""" được sử dụng để diễn tả {{c1::hành động chuẩn bị}} hoặc {{c1::lưu ý đặc biệt}} trước một thời điểm quan trọng. Nó mang ý nghĩa {{c2::trang trọng}} và {{c2::chu đáo}}, thể hiện sự cẩn trọng trong việc chuẩn bị. Cấu trúc này thường xuất hiện trong {{c3::văn viết}} và các {{c3::tình huống chính thức}}.""",jlpt_grammar,,
時機を表す表現の比較,Các cách diễn tả thời điểm và cơ hội,N2,,jlpt_grammar,,
～末(に),"Sau một thời gian dài thảo luận, cuối cùng chúng tôi đã hoàn thành được kế hoạch.",N2,"Cấu trúc ～末(に) được sử dụng để diễn tả kết quả cuối cùng đạt được sau một quá trình dài. Nó nhấn mạnh rằng kết quả này là sản phẩm của một thời gian hoặc nỗ lực kéo dài. Cấu trúc này mang tính trang trọng và thường xuất hiện trong văn viết. Khác với tiếng Việt, cấu trúc này nhấn mạnh quá trình khó khăn trước khi đạt được kết quả.",jlpt_grammar,,
default,"""#結果, #時間, #努力, #最終的, #過程, #N2文法, #書き言葉""",[sound:J2TEAM-TTS-1748161816237.mp3],,jlpt_grammar,,
～末(に),父は長年の努力の末に成功を収めた。 (Cha tôi đã thành công sau nhiều năm nỗ lực.),N2,Cấu trúc '～末(に)' được sử dụng để diễn tả {{c1::kết quả cuối cùng}} đạt được sau {{c2::một quá trình dài và khó khăn}}. Nó nhấn mạnh rằng kết quả này không dễ dàng mà phải trải qua {{c3::thời gian hoặc nỗ lực kéo dài}}. Cấu trúc này mang tính {{c2::trang trọng}} và thường xuất hiện trong {{c3::văn viết}} hoặc các tình huống chính thức.,jlpt_grammar,,
～末/～あげく/～結果 の比較,So sánh các cách diễn đạt kết quả,N2,,jlpt_grammar,,
〜に際して/際し,"Khi tìm kiếm việc làm, tôi đã nhận được sự giúp đỡ từ nhiều bậc anh chị.",N2,"""Cấu trúc 〜に際して được sử dụng để diễn tả """"nhân dịp"""" hoặc """"khi"""" xảy ra một sự kiện quan trọng, đặc biệt. Nó mang tính trang trọng và thường xuất hiện trong văn viết hoặc lời nói lịch sự. Cấu trúc này nhấn mạnh tính chất đặc biệt của sự kiện được đề cập. Khác với に khi thông thường, に際して chỉ dùng cho những dịp quan trọng, trang trọng.""",jlpt_grammar,,
default,"""#際して, #機会, #公式, #文書語, #敬語, #重要な場面, #N2文法""",[sound:J2TEAM-TTS-1748160946232.mp3],,jlpt_grammar,,
〜に際して/際し,"海外駐在員を選ぶに際しては、仕事の能力だけではなく性格も考慮すべきだ。(Khi tuyển chọn nhân viên thường trú tại nước ngoài, nên cân nhắc không chỉ năng lực trong công việc mà còn cả tính cách nữa.)",N2,"Cấu trúc 〜に際して được sử dụng để diễn tả {{c1::nhân dịp}} hoặc {{c1::khi xảy ra}} một sự kiện đặc biệt, quan trọng. Nó mang tính {{c2::trang trọng}} và {{c2::lịch sự}} cao, thường xuất hiện trong {{c3::văn viết chính thức}} hoặc {{c3::các tình huống trang trọng}}. Cấu trúc này nhấn mạnh {{c4::tính đặc biệt}} và {{c4::tầm quan trọng}} của sự kiện được đề cập.",jlpt_grammar,,
〜に際して/際し vs 〜にあたって vs 〜を機に,"""Các cấu trúc diễn tả """"nhân dịp, khi""""""",N2,,jlpt_grammar,,
～を契機に(して)／として,"Kể từ trận đấu giao hữu bóng đá, mối quan hệ giữa hai nước đã có sự tiến triển.",N2,"""Cấu trúc này được sử dụng để biểu thị rằng một sự việc cụ thể trở thành cơ hội, thời điểm thích hợp để một sự thay đổi hoặc phát triển nào đó xảy ra. Thường được sử dụng trong văn viết trang trọng. Ý nghĩa tương đương với """"～をきっかけに"""" nhưng mang tính chính thức hơn. Sau """"契機"""" thường là những thay đổi tích cực hoặc sự phát triển quan trọng.""",jlpt_grammar,,
default,"""#契機, #きっかけ, #変化, #発展, #書き言葉, #機会, #転機""",[sound:J2TEAM-TTS-1748161783721.mp3],,jlpt_grammar,,
～を契機に(して)／として,"友人の留学を契機として、私も教師を目指そうと思った。 (Lấy việc bạn tôi đi du học làm cơ hội, tôi cũng quyết định hướng về nghề giáo viên.)",N2,"Cấu trúc này được sử dụng để biểu thị rằng {{c1::một sự việc cụ thể}} trở thành {{c1::cơ hội thích hợp}} cho sự thay đổi hoặc phát triển. Nó mang tính {{c2::trang trọng}} và chủ yếu xuất hiện trong {{c2::văn viết}}. Thường được dùng khi nói về những {{c3::thay đổi tích cực}} hoặc {{c3::sự phát triển quan trọng}} trong xã hội, kinh doanh hay cá nhân.",jlpt_grammar,,
契機・きっかけ・機会の比較,"""So sánh các cách diễn đạt """"cơ hội, dịp""""""",N2,,jlpt_grammar,,
～を問わず,"Công ty A tuyển dụng nhân tài có nhiệt huyết, không quan tâm đến học vấn.",N2,"""Cấu trúc """"～を問わず"""" được sử dụng để diễn tả ý nghĩa """"không quan tâm đến, không phân biệt"""" một yếu tố nào đó. Nó thường được dùng trong văn viết và các tình huống trang trọng. Cấu trúc này thường đi kèm với các cặp danh từ đối lập để nhấn mạnh sự không phân biệt. Đây là cách diễn đạt lịch sự và chính thức hơn so với """"～に関係なく"""".""",jlpt_grammar,,
default,"""#文法, #N2, #条件, #関係なく, #問わず, #表現, #敬語""",[sound:J2TEAM-TTS-1748161741739.mp3],,jlpt_grammar,,
～を問わず,アルバイト募集・年齢・経験を問わず応募可能 (Tuyển nhân viên bán thời gian - có thể ứng tuyển không phân biệt tuổi tác và kinh nghiệm),N2,"""Cấu trúc """"～を問わず"""" được sử dụng để diễn tả {{c1::không quan tâm đến}} hoặc {{c1::không phân biệt}} một yếu tố nào đó. Nó mang tính {{c2::trang trọng}} và {{c2::chính thức}}, thường xuất hiện trong các văn bản, thông báo hoặc quy định. Cấu trúc này thường được sử dụng trong các tình huống {{c3::tuyển dụng}}, {{c3::quảng cáo}} hoặc {{c3::thông báo công khai}} để nhấn mạnh sự bình đẳng và không phân biệt đối xử.""",jlpt_grammar,,
～を問わず vs ～に関係なく vs ～にかかわらず,"""Các cách diễn đạt """"không quan tâm đến, không phân biệt""""""",N2,,jlpt_grammar,,
～かのようだ,Phòng của anh ta lung tung cứ như thể vừa có trộm đột nhập vào vậy.,N3,"""Cấu trúc """"～かのようだ"""" được sử dụng để miêu tả một tình huống bằng cách so sánh với một điều gì đó khác, mặc dù thực tế không phải như vậy. Nó mang ý nghĩa """"cứ như thể là"""" hoặc """"như là"""". Cấu trúc này thường được sử dụng để tạo ra những hình ảnh sinh động và ấn tượng trong văn nói và văn viết. Thường đi kèm với """"まるで"""" để tăng cường hiệu quả diễn đạt.""",jlpt_grammar,,
default,"""#比喩, #表現, #ようだ, #まるで, #仮定, #描写, #文学的""",[sound:J2TEAM-TTS-1748160988140.mp3],,jlpt_grammar,,
～かのようだ,林君は大金持ちであるかのように、気前よく友だちにごちそうした。(Hayashi hào phóng khao bạn bè như thể nhà giàu có lắm vậy.),N3,"""Cấu trúc """"～かのようだ"""" được sử dụng để {{c1::biểu hiện sự so sánh bằng hình ảnh}} với một tình huống {{c1::không có thật}} nhưng được dùng để miêu tả sinh động. Nó mang tính chất {{c2::văn học}} và {{c2::trang trọng}} hơn so với """"～みたいだ"""". Thường xuất hiện trong các ngữ cảnh {{c3::miêu tả phong cảnh}}, {{c3::kể chuyện}} hoặc {{c3::diễn tả cảm xúc}} một cách nghệ thuật.""",jlpt_grammar,,
Nhóm cấu trúc so sánh và giả định,Nhóm cấu trúc biểu hiện sự so sánh và suy đoán,N3,,jlpt_grammar,,
～からいうと/いえば/いって、～からすると/すれば/して、～から見ると/見れば/見て,"Với các bậc cha mẹ, nếu có giờ giới nghiêm thì sẽ an tâm hơn, nhưng đối với con cái thì như vậy là mất tự do.",N2,"""Cấu trúc này được sử dụng để biểu thị quan điểm, lập trường của một nhóm người hoặc cá nhân nào đó. Nó có nghĩa là """"xét từ quan điểm của…, theo lập trường của…"""". Thường được dùng để so sánh các quan điểm khác nhau về cùng một vấn đề. Cấu trúc này mang tính khách quan hơn so với việc chỉ đưa ra ý kiến cá nhân.""",jlpt_grammar,,
default,"""#観点, #立場, #視点, #意見, #判断, #から構文, #N2文法""",[sound:J2TEAM-TTS-1748161043370.mp3],,jlpt_grammar,,
～からいうと/いえば/いって、～からすると/すれば/して、～から見ると/見れば/見て,"Xét về thu nhập thì công việc hiện tại cũng tốt, nhưng tính về tương lai thì tôi quyết định chuyển việc.",N2,"""Cấu trúc này được sử dụng để xét đánh giá một vấn đề trên một phương diện, khía cạnh cụ thể nào đó. Có nghĩa là """"xét về mặt…, về phương diện…"""". Thường được dùng để phân tích nhiều khía cạnh khác nhau của cùng một đối tượng. Cấu trúc này giúp làm rõ tiêu chí đánh giá.""",jlpt_grammar,,
default,"""#側面, #観点, #面, #評価, #比較, #から構文, #N2文法""",[sound:J2TEAM-TTS-1748161143717.mp3],,jlpt_grammar,,
