word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
気配,けはい,"dấu hiệu, cảm giác, linh cảm",mimikaraoboeru,danh từ,暗(くら)くてよく見(み)えないが、人(ひと)のいる気配(けはい)がする。,Mặc dù tối không nhìn thấy rõ nhưng có cảm giác có người ở đó.,"気 (khí, tinh thần, cảm giác) + 配 (phân phối, sắp xếp) = sự hiện diện mơ hồ của một điều gì đó trong không gian, một dấu hiệu không nhìn thấy nhưng có thể cảm nhận được.",気配感(けはいかん): cảm giác về dấu hiệu、殺気(さっき): sát khí、人気配(ひとけはい): dấu hiệu của con người
生きがい,いきがい,"lẽ sống, mục đích sống, ý nghĩa cuộc sống",mimikaraoboeru,danh từ,私(わたし)は今(いま)の仕事(しごと)に生(い)きがいを感(かん)じている。,Tôi cảm thấy công việc hiện tại là lẽ sống của mình.,"""""""生"""" (sống) + """"き"""" (hiện tại phân từ của động từ sống) + """"がい"""" (từ """"甲斐"""" nghĩa là giá trị, ý nghĩa) = tạo thành một khái niệm chỉ giá trị hay ý nghĩa của việc sống, điều khiến cuộc sống đáng sống.""",生きがい探し(いきがいさがし): tìm kiếm lẽ sống、生きがい喪失(いきがいそうしつ): mất đi lẽ sống、人生の生きがい(じんせいのいきがい): ý nghĩa của cuộc đời
行儀,ぎょうぎ,"lễ nghi, cách cư xử, phép tắc",mimikaraoboeru,danh từ,音(おと)を立(た)てて食(た)べるのは行儀(ぎょうぎ)が悪(わる)い。,Ăn phát ra tiếng là cách cư xử không tốt.,"行 (hành, đi) + 儀 (nghi thức, lễ nghi) = chỉ cách thức hành xử, cách ứng xử phù hợp với các quy tắc xã hội, nhấn mạnh vào hành vi tuân theo nghi thức.","行儀作法(ぎょうぎさほう): phép tắc, nghi thức、行儀見習い(ぎょうぎみならい): học tập phép tắc、行儀見習(ぎょうぎならし): rèn luyện phép tắc"
品,ひん,"phẩm chất, phẩm cách, phong thái",mimikaraoboeru,danh từ,女王(じょおう)は姿(すがた)にも話(はな)し方(かた)にも品(ひん)がある。,Nữ hoàng từ vóc dáng đến cách nói chuyện đều có phẩm chất tốt.,"""Kanji """"品"""" gồm ba chữ """"口"""" (miệng) xếp chồng lên nhau, biểu thị sự tinh tế, trật tự và phẩm chất. Trong ngữ cảnh này, nó chỉ phẩm cách, sự thanh lịch và phong thái của một người.""",品格(ひんかく): phẩm cách、品性(ひんせい): phẩm hạnh、上品(じょうひん): thanh lịch
姿,すがた,"hình dáng, vóc dáng, hình ảnh, bóng dáng",mimikaraoboeru,danh từ,姉(あね)の後(うし)ろ姿(すがた)は、母(はは)にそっくりだ。,"Nhìn từ phía sau, chị gái tôi giống hệt mẹ.","""姿 gồm bộ """"女"""" (phụ nữ) và phần bên phải có nghĩa là """"tự nhiên, nguồn gốc"""", chỉ hình dáng, vóc dáng tự nhiên của một người hoặc vật, thể hiện diện mạo, hình ảnh bên ngoài.""","後ろ姿(うしろすがた): hình dáng nhìn từ phía sau、全姿(ぜんすがた): toàn bộ hình dáng、姿形(すがたかたち): hình dáng, vóc dáng"
姿勢,しせい,"tư thế, dáng điệu, thái độ",mimikaraoboeru,danh từ,彼女(かのじょ)はダンスをやっているので、いつも姿勢(しせい)がいい。,Cô ấy tập múa nên lúc nào tư thế cũng đẹp.,"姿 (hình dáng, vóc dáng) + 勢 (sức mạnh, thế lực) = chỉ tư thế, dáng điệu, cách mà cơ thể được giữ hoặc thể hiện, cũng như thái độ, lập trường tinh thần đối với một vấn đề.",姿勢正し(しせいただし): tư thế đúng、姿勢制御(しせいせいぎょ): kiểm soát tư thế、低姿勢(ていしせい): tư thế khiêm tốn
見かけ,みかけ,"vẻ ngoài, hình thức bên ngoài",mimikaraoboeru,danh từ,うちの犬(いぬ)は見(み)かけは強(つよ)そうだが、実(じつ)は怖(こわ)がりだ。,Con chó nhà tôi nhìn có vẻ khỏe mạnh nhưng thực ra rất nhút nhát.,"""見 (nhìn, thấy) + かけ (từ động từ """"かける"""" - treo lên, đặt lên) = vẻ bề ngoài, điều mà người khác nhìn thấy đầu tiên, thường không phản ánh hết bản chất bên trong.""",見かけ倒し(みかけだおし): hào nhoáng bên ngoài nhưng rỗng tuếch bên trong、見かけの価値(みかけのかち): giá trị bề ngoài、見かけ上(みかけじょう): về mặt bề ngoài
振り,ふり,"giả vờ, giả bộ, làm như thể",mimikaraoboeru,danh từ,田中(たなか)さんの欠席(けっせき)の理由(りゆう)を知(し)っていたが、知(し)らないふりをした。,"Tôi biết lý do anh Tanaka vắng mặt, nhưng tôi đã giả vờ không biết.","""振 (lắc, rung, cử động) + り (hậu tố danh từ) = chỉ hành động giả vờ, diễn xuất, tạo ra vẻ bề ngoài khác với thực tế bên trong. Kanji """"振"""" cũng được dùng trong từ """"振る舞い"""" (cách cư xử).""",知らんぷり(しらんぷり): giả vờ không biết、居留守(いるす)を使う: giả vờ không có nhà、見て見ぬふり(みてみぬふり): giả vờ không thấy
苦情,くじょう,"phàn nàn, than phiền, khiếu nại",mimikaraoboeru,danh từ,駅(えき)が汚(きたな)いので、駅員(えきいん)に苦情(くじょう)を言(い)った。,Vì nhà ga bẩn nên tôi đã phàn nàn với nhân viên nhà ga.,"苦 (khổ, đau khổ, khó khăn) + 情 (tình cảm, cảm xúc) = biểu đạt cảm xúc không hài lòng, sự phàn nàn về điều gì đó làm cho người ta cảm thấy không thoải mái.",苦情処理(くじょうしょり): giải quyết khiếu nại、苦情申し立て(くじょうもうしたて): đệ đơn khiếu nại、苦情電話(くじょうでんわ): cuộc gọi phàn nàn
口実,こうじつ,"lý do ngụy biện, cái cớ, lý do giả tạo",mimikaraoboeru,danh từ,気(き)が進(すす)まなかったので、風邪(かぜ)を口実(こうじつ)にして飲(の)み会(かい)を欠席(けっせき)した。,Vì không muốn đi nên tôi đã lấy lý do bị cảm để vắng mặt buổi nhậu.,"口 (miệng, lời nói) + 実 (thực, thật, quả) = lời nói có vẻ hợp lý nhưng thực chất là giả tạo, một lý do được tạo ra để che đậy ý định thật hoặc để tránh làm điều gì đó.",口実作り(こうじつづくり): tạo ra lý do giả、口実探し(こうじつさがし): tìm kiếm cái cớ、口実を設ける(こうじつをもうける): đưa ra cái cớ
活発,かっぱつ,"hoạt bát, năng động, sôi nổi",mimikaraoboeru,形容動詞 (tính từ đuôi na),うちの娘(むすめ)はとても活発(かっぱつ)だ。,Con gái nhà tôi rất hoạt bát.,"""活 (かつ): nghĩa là sống động, hoạt động. 発 (はつ): nghĩa là phát ra, bùng phát. Kết hợp lại thành từ chỉ trạng thái luôn luôn năng động, tràn đầy sức sống được """"phát ra"""" bên ngoài.""",活発性(かっぱつせい): tính năng động、活発化(かっぱつか): sự tăng cường hoạt động、活発化する(かっぱつかする): trở nên sôi nổi hơn
的確,てきかく,"rõ ràng, chính xác, đúng đắn",mimikaraoboeru,形容動詞 (tính từ đuôi na),上司(じょうし)は部下(ぶか)に的確(てきかく)な指示(しじ)を与(あた)えることが大切(たいせつ)だ。,Cấp trên đưa ra những chỉ đạo rõ ràng đối với cấp dưới là điều quan trọng.,"的 (てき): nghĩa là mục tiêu, đích đến. 確 (かく): nghĩa là chắc chắn, xác thực. Kết hợp tạo nên từ chỉ sự chính xác, đúng đắn - giống như bắn trúng đích một cách chắc chắn.",的確性(てきかくせい): tính chính xác、的確判断(てきかくはんだん): phán đoán chính xác、的確指示(てきかくしじ): chỉ đạo rõ ràng
確実,かくじつ,"chính xác, chắc chắn, đáng tin cậy",mimikaraoboeru,形容動詞 (tính từ đuôi na),この点数(てんすう)なら合格(ごうかく)は確実(かくじつ)だ。,Với điểm như thế này thì chắc chắn đậu rồi.,"確 (かく): nghĩa là xác nhận, chắc chắn. 実 (じつ): nghĩa là thật, thực tế. Kết hợp tạo thành từ chỉ sự chắc chắn có thực, đáng tin cậy - giống như một sự thật đã được kiểm chứng.",確実性(かくじつせい): tính chắc chắn、当選確実(とうせんかくじつ): chắc chắn đắc cử、確実保証(かくじつほしょう): sự bảo đảm chắc chắn
明らか,あきらか,"rõ ràng, hiển nhiên, sáng tỏ",mimikaraoboeru,形容動詞 (tính từ đuôi na),事故(じこ)の原因(げんいん)は明(あき)らかではない。,Nguyên nhân vụ tai nạn không rõ ràng.,"明 (あ/あき): nghĩa là sáng, rõ ràng. Từ này biểu thị trạng thái giống như khi ánh sáng (日: mặt trời) chiếu vào cửa sổ (月: mặt trăng/cửa sổ) làm mọi thứ trở nên nhìn thấy rõ ràng.",明らか性(あきらかせい): tính rõ ràng、明らか化(あきらかか): làm rõ ràng hóa、明白(めいはく): minh bạch rõ ràng
曖昧,あいまい,"mơ hồ, không rõ ràng, lờ mờ",mimikaraoboeru,形容動詞 (tính từ đuôi na),社長(しゃちょう)は辞任(じにん)について曖昧(あいまい)な態度(たいど)を取(と)った。,Giám đốc tỏ thái độ không rõ ràng về việc từ chức.,"曖 (あい): có nghĩa là u ám, không rõ. 昧 (まい): có nghĩa là tối tăm, mờ mịt. Kết hợp tạo thành từ chỉ trạng thái không rõ ràng, mơ hồ - giống như cố gắng nhìn xuyên qua một bức màn sương mù.",曖昧さ(あいまいさ): tính mơ hồ、曖昧模糊(あいまいもこ): mơ hồ không rõ ràng、曖昧表現(あいまいひょうげん): cách diễn đạt mơ hồ
具体的,ぐたいてき,"cụ thể, rõ ràng, chi tiết",mimikaraoboeru,形容動詞 (tính từ đuôi na),「分(わ)かりにくいので、もっと具体的(ぐたいてき)に説明(せつめい)してください」,Khó hiểu nên hãy giải thích cụ thể hơn đi ạ.,"具 (ぐ): nghĩa là công cụ, dụng cụ. 体 (たい): nghĩa là cơ thể, thể. 的 (てき): nghĩa là mục tiêu. Kết hợp tạo thành từ chỉ điều cụ thể, có thể nhận biết rõ ràng, không mơ hồ hay trừu tượng.",具体性(ぐたいせい): tính cụ thể、具体例(ぐたいれい): ví dụ cụ thể、具体案(ぐたいあん): đề xuất cụ thể
抽象的,ちゅうしょうてき,"trừu tượng, không cụ thể",mimikaraoboeru,形容動詞 (tính từ đuôi na),名詞(めいし)は形(かたち)のない抽象的(ちゅうしょうてき)な物事(ものごと)も表(あらわ)す。,Danh từ cũng chỉ những sự việc không có hình dạng mang tính trừu tượng.,"抽 (ちゅう): nghĩa là rút ra, trích xuất. 象 (しょう): nghĩa là hình tượng, biểu tượng. 的 (てき): nghĩa là mục tiêu. Kết hợp tạo thành từ chỉ sự trừu tượng, không cụ thể, khái quát hóa từ thực tế.",抽象性(ちゅうしょうせい): tính trừu tượng、抽象画(ちゅうしょうが): tranh trừu tượng、抽象化(ちゅうしょうか): sự trừu tượng hóa
等しい,ひとしい,"bằng nhau, giống nhau, tương đương",mimikaraoboeru,形容詞 (tính từ đuôi i),この二本(にほん)の直線(ちょくせん)は長(なが)さが等(ひと)しい。,Chiều dài hai đường thẳng này là bằng nhau.,"等 (とう/ひと): nghĩa là đẳng, bằng nhau. Kanji này có cấu trúc giống như nhiều thanh đứng cạnh nhau với độ cao bằng nhau, thể hiện ý nghĩa của sự đồng đều, bằng nhau.",等しさ(ひとしさ): sự bằng nhau、等価(とうか): giá trị tương đương、均等(きんとう): đồng đều
平等,びょうどう,"bình đẳng, công bằng, ngang bằng",mimikaraoboeru,形容動詞 (tính từ đuôi na),法(ほう)の下(もと)では誰(だれ)でも平等(びょうどう)だ。,Dưới pháp luật thì ai cũng bình đẳng như nhau.,"平 (へい): nghĩa là bằng phẳng, yên bình. 等 (とう): nghĩa là đẳng, bằng nhau. Kết hợp tạo thành từ chỉ trạng thái mọi người đều bằng nhau, không có sự phân biệt hay cao thấp.",男女平等(だんじょびょうどう): bình đẳng nam nữ、平等主義(びょうどうしゅぎ): chủ nghĩa bình đẳng、機会平等(きかいびょうどう): bình đẳng cơ hội
公平,こうへい,"công bằng, vô tư, không thiên vị",mimikaraoboeru,形容動詞 (tính từ đuôi na),教師(きょうし)が学生(がくせい)によって態度(たいど)を変(か)えるのは公平(こうへい)ではない。,Giáo viên tùy vào học sinh mà thay đổi thái độ là không công bằng.,"公 (こう): nghĩa là công, công khai, công cộng. 平 (へい): nghĩa là bằng phẳng, yên bình. Kết hợp tạo thành từ chỉ sự công bằng, công chính không thiên vị - giống như một cái cân công khai và cân bằng.",公平性(こうへいせい): tính công bằng、公平判断(こうへいはんだん): phán xét công bằng、公平取引(こうへいとりひき): giao dịch công bằng
合理的,ごうりてき,"hợp lý, logic, có lý",mimikaraoboeru,な形容詞 (tính từ đuôi な),工場(こうじょう)の生産(せいさん)ラインは合理的(ごうりてき)に作(つく)られている。,Đường sản xuất của nhà máy được thiết kế một cách hợp lý.,"合: hợp, kết hợp, phù hợp; 理: lý, lý lẽ, nguyên lý; 的: đích, mục tiêu. Khi kết hợp lại, các chữ này tạo thành một từ chỉ tính chất của việc có sự kết hợp hợp lý, có nguyên lý và hướng đến mục tiêu rõ ràng.",合理性(ごうりせい): tính hợp lý、合理主義(ごうりしゅぎ): chủ nghĩa hợp lý、合理化(ごうりか): hợp lý hóa
器用,きよう,"khéo léo, khéo tay, tài giỏi",mimikaraoboeru,な形容詞 (tính từ đuôi な),彼女(かのじょ)は手先(てさき)が器用(きよう)で、アクセサリーを全部(ぜんぶ)手作(てづく)りしている。,Cô ấy khéo tay nên tự làm toàn bộ trang sức.,"""器: đồ dùng, vật dụng, công cụ, khả năng; 用: sử dụng, ứng dụng. Sự kết hợp của hai chữ này tạo thành ý nghĩa """"khả năng sử dụng đồ vật"""" hay """"tài năng trong việc xử lý công cụ"""" - chính là sự khéo léo.""",器用貧乏(きようびんぼう): giỏi nhiều nghề nhưng không giàu、手先器用(てさききよう): khéo tay
手軽,てがる,"nhẹ nhàng, đơn giản, thuận tiện, dễ dàng",mimikaraoboeru,な形容詞 (tính từ đuôi な),ジョギングは誰(だれ)でも手軽(てがる)にできるスポーツだ。,Chạy bộ là môn thể thao mà ai cũng có thể thực hiện một cách đơn giản.,"""手: tay, công việc liên quan đến tay; 軽: nhẹ, không nặng nề. Kết hợp lại, từ này mang ý nghĩa """"nhẹ tay"""" - ám chỉ công việc không cần nhiều công sức, dễ dàng thực hiện.""",手軽さ(てがるさ): sự đơn giản、手軽食(てがるしょく): thức ăn nhanh、手軽料理(てがるりょうり): món ăn đơn giản
手頃,てごろ,"phù hợp, vừa phải, thích hợp",mimikaraoboeru,な形容詞 (tính từ đuôi な),この店(みせ)では手頃(てごろ)な値段(ねだん)でおいしいフランス料理(りょうり)が食(た)べられる。,Ở cửa hàng này có thể ăn món Pháp ngon với giá cả phải chăng.,"""手: tay, liên quan đến việc cầm nắm; 頃: khoảng, lúc, thời điểm, ám chỉ sự vừa vặn về thời gian. Kết hợp lại, từ này mang ý nghĩa """"vừa vặn với tay"""" - biểu thị điều gì đó có tính chất cân đối, phù hợp.""",手頃さ(てごろさ): sự phù hợp、手頃価格(てごろかかく): giá cả phải chăng、手頃サイズ(てごろサイズ): kích cỡ vừa phải
高価,こうか,"đắt giá, giá cao, có giá trị",mimikaraoboeru,な形容詞 (tính từ đuôi な),この博物館(はくぶつかん)には世界(せかい)一(いち)高価(こうか)な宝石(ほうせき)が展示(てんじ)してある。,Ở bảo tàng này đang trưng bày một viên đá quý đắt giá nhất thế giới.,"""高: cao, trên cao; 価: giá trị, giá cả. Kết hợp lại, từ này mang ý nghĩa """"giá trị cao"""" - chỉ những thứ có giá trị lớn về mặt tiền bạc.""",高価品(こうかひん): hàng hóa đắt tiền、高価買取(こうかかいとり): mua lại với giá cao、高価格(こうかかく): giá cao
贅沢,ぜいたく,"xa xỉ, phung phí, hưởng thụ",mimikaraoboeru,な形容詞 (tính từ đuôi な),贅沢(ぜいたく)な暮(く)らしをしている。,Đang sống cuộc sống xa hoa.,"""贅: thừa thãi, dư thừa, phung phí; 沢: đầm lầy, phong phú, ân huệ. Kết hợp lại, từ này mang ý nghĩa """"phung phí sự phong phú"""" - chỉ lối sống có nhiều thứ dư thừa, không tiết kiệm.""",贅沢品(ぜいたくひん): hàng xa xỉ、贅沢三昧(ぜいたくざんまい): sống xa hoa、贅沢病(ぜいたくびょう): bệnh ham muốn xa xỉ
豪華,ごうか,"hoành tráng, xa hoa, lộng lẫy",mimikaraoboeru,な形容詞 (tính từ đuôi な),客(きゃく)を500人(にん)招(まね)いて豪華(ごうか)な結婚(けっこん)披露宴(ひろうえん)をした。,Mời 500 khách và tổ chức một buổi tiệc cưới hoành tráng.,"""豪: mạnh mẽ, xuất chúng, sang trọng; 華: hoa, rực rỡ, lộng lẫy. Kết hợp lại, từ này mang ý nghĩa """"vẻ đẹp rực rỡ xuất chúng"""" - biểu thị sự sang trọng, hoành tráng và lộng lẫy.""",豪華版(ごうかばん): phiên bản đặc biệt、豪華客船(ごうかきゃくせん): du thuyền sang trọng、豪華セット(ごうかセット): bộ sản phẩm cao cấp
高級,こうきゅう,"cao cấp, chất lượng cao, hạng sang",mimikaraoboeru,な形容詞 (tính từ đuôi な),ツバメの巣(す)は中華(ちゅうか)料理(りょうり)では高級(こうきゅう)な食材(しょくざい)だ。,Tổ yến là nguyên liệu cao cấp trong ẩm thực Trung Hoa.,"""高: cao, trên cao; 級: cấp, bậc, hạng. Kết hợp lại, từ này mang ý nghĩa """"cấp độ cao"""" - chỉ thứ có chất lượng vượt trội, thuộc hạng cao nhất.""",高級品(こうきゅうひん): hàng cao cấp、高級感(こうきゅうかん): cảm giác cao cấp、高級車(こうきゅうしゃ): xe hơi hạng sang
上等,じょうとう,"thượng hạng, cao cấp, ưu tú",mimikaraoboeru,な形容詞 (tính từ đuôi な),上等(じょうとう)なお菓子(かし)をお土産(みやげ)にいただいた。,Tôi được tặng bánh kẹo thượng hạng làm quà.,"""上: trên, cao, thượng; 等: đẳng, hạng, loại, ngang bằng. Kết hợp lại, từ này mang ý nghĩa """"hạng cao nhất"""" - chỉ vật phẩm ở cấp độ chất lượng hàng đầu.""",上等品(じょうとうひん): hàng thượng hạng、上等兵(じょうとうへい): binh nhì、上等意識(じょうとういしき): ý thức về chất lượng cao
上品,じょうひん,"thanh lịch, tao nhã, lịch sự, tinh tế",mimikaraoboeru,な形容詞 (tính từ đuôi な),彼女(かのじょ)はいつも上品(じょうひん)な服(ふく)を着(き)ている。,Cô ấy lúc nào cũng mặc trang phục thanh lịch.,"""上: trên, cao, thượng; 品: phẩm, chất lượng, tư cách. Kết hợp lại, từ này mang ý nghĩa """"phẩm cách cao"""" - biểu thị sự thanh lịch, tao nhã và có giáo dục tốt.""",上品さ(じょうひんさ): sự thanh lịch、上品ぶる(じょうひんぶる): làm ra vẻ thanh lịch、上品気取り(じょうひんきどり): tỏ ra thanh lịch
適度,てきど,"vừa phải, thích hợp, điều độ",mimikaraoboeru,な形容詞 (tính từ đuôi な),健康(けんこう)のためには、適度(てきど)な運動(うんどう)が大切(たいせつ)だ。,"Để có sức khỏe tốt, việc vận động ở mức độ vừa phải là rất quan trọng.","""適: phù hợp, thích hợp, đúng; 度: độ, mức độ, lần. Kết hợp lại, từ này mang ý nghĩa """"mức độ phù hợp"""" - chỉ sự cân bằng và điều độ, không thái quá.""",適度感(てきどかん): cảm giác vừa phải、適度運動(てきどうんどう): vận động vừa phải、適度摂取(てきどせっしゅ): hấp thụ vừa phải
快適,かいてき,"dễ chịu, thoải mái, sảng khoái",mimikaraoboeru,な形容詞 (tính từ đuôi な),新(あたら)しい車(くるま)の乗(の)り心地(ごこち)は快適(かいてき)だ。,Cảm giác lái chiếc xe mới thật thoải mái.,"""快: dễ chịu, vui vẻ, nhanh; 適: phù hợp, thích hợp. Kết hợp lại, từ này mang ý nghĩa """"phù hợp và dễ chịu"""" - chỉ trạng thái hoặc môi trường tạo cảm giác thoải mái.""",快適さ(かいてきさ): sự thoải mái、快適性(かいてきせい): tính thoải mái、快適環境(かいてきかんきょう): môi trường dễ chịu
快い,こころよい,"dễ chịu, thoải mái, vui lòng",mimikaraoboeru,い形容詞 (tính từ đuôi い),草原(そうげん)には快(こころよ)い風(かぜ)が吹(ふ)いていて気持(きも)ちが良(よ)かった。,Những cơn gió dễ chịu thổi trên thảo nguyên tạo cảm giác thật thoải mái.,"""快: dễ chịu, vui vẻ, nhanh. Từ """"快い"""" chỉ dùng một chữ kanji, nhưng cách đọc """"こころよい"""" gợi nhớ đến """"心良い"""" (tâm tốt, tâm dễ chịu), thể hiện trạng thái thoải mái, dễ chịu của tâm trí và cơ thể.""",快さ(こころよさ): sự dễ chịu、快感(かいかん): cảm giác dễ chịu、快諾(かいだく): nhận lời ngay
順調,じゅんちょう,"thuận lợi, suôn sẻ, tiến triển tốt",mimikaraoboeru,な形容詞 (tính từ đuôi な),計画(けいかく)は順調(じゅんちょう)に進(すす)んでいる。,Kế hoạch đang tiến triển một cách thuận lợi.,"""順: thuận, theo thứ tự, vâng lời; 調: điều, điệu, hài hòa, điều chỉnh. Kết hợp lại, từ này mang ý nghĩa """"diễn tiến thuận theo trật tự"""" - chỉ trạng thái mọi việc diễn ra đúng kế hoạch, không gặp trở ngại và đạt được kết quả mong muốn.""",順調さ(じゅんちょうさ): sự thuận lợi、順調回復(じゅんちょうかいふく): phục hồi thuận lợi、順調推移(じゅんちょうすいい): diễn biến thuận lợi
質素,しっそ,"giản dị, đơn giản, tiết kiệm, chất phác",mimikaraoboeru,な形容詞 (tính từ đuôi な),彼(かれ)の生活(せいかつ)は質素(しっそ)だが、必要(ひつよう)なものは全部(ぜんぶ)揃(そろ)っている。,Cuộc sống của anh ấy tuy giản dị nhưng đầy đủ những thứ cần thiết.,"""質: chất, chất lượng, bản chất; 素: tố, nguyên tố, đơn giản, tự nhiên. Kết hợp lại, từ này mang ý nghĩa """"bản chất đơn giản"""" - chỉ lối sống không phô trương, quay về với sự giản dị và tiết kiệm.""",質素倹約(しっそけんやく): tiết kiệm giản dị、質素生活(しっそせいかつ): cuộc sống đơn giản、質素さ(しっそさ): sự giản dị
単純,たんじゅん,"đơn giản, đơn thuần",mimikaraoboeru,形容動詞 (tính từ đuôi na),この機械(きかい)は単純(たんじゅん)な仕掛(しか)けで働(はたら)く。,Máy này có thể hoạt động bằng phương pháp đơn giản.,"""""""単"""" nghĩa là """"đơn, đơn độc"""", """"純"""" nghĩa là """"thuần, tinh khiết"""". Kết hợp lại, từ này mang ý nghĩa """"thuần túy đơn lẻ"""", không phức tạp hay pha trộn - chính là """"đơn giản"""".""",単純作業(たんじゅんさぎょう): công việc đơn giản、単純明快(たんじゅんめいかい): đơn giản và rõ ràng、単純労働(たんじゅんろうどう): lao động đơn giản
純粋,じゅんすい,"thuần túy, trong sáng, thuần khiết",mimikaraoboeru,形容動詞 (tính từ đuôi na),あの人(ひと)は純粋(じゅんすい)な心(こころ)の持(も)ち主(ぬし)だ。,Người ấy có một tâm hồn thuần khiết.,"""""""純"""" mang ý nghĩa """"thuần khiết, không pha trộn"""", """"粋"""" có nghĩa là """"tinh túy, tinh hoa"""". Kết hợp lại, từ này diễn tả trạng thái tinh khiết, không bị pha trộn, tinh túy nhất.""",純粋培養(じゅんすいばいよう): nuôi cấy thuần khiết、純粋理論(じゅんすいりろん): lý thuyết thuần túy、純粋数学(じゅんすいすうがく): toán học thuần túy
透明,とうめい,"trong suốt, thấu minh",mimikaraoboeru,形容動詞 (tính từ đuôi na),水(みず)や空気(くうき)は無色(むしょく)透明(とうめい)だ。,Nước và không khí trong suốt không màu.,"""""""透"""" có nghĩa là """"thấu, đi qua"""", """"明"""" có nghĩa là """"sáng"""". Kết hợp lại, từ này mô tả vật thể mà ánh sáng có thể xuyên qua được, tức là """"trong suốt"""".""",透明感(とうめいかん): cảm giác trong suốt、半透明(はんとうめい): bán trong suốt、透明性(とうめいせい): tính minh bạch
爽やか,さわやか,"dễ chịu, sảng khoái, tươi trẻ",mimikaraoboeru,形容詞 (tính từ đuôi na),朝(あさ)の空気(くうき)はさわやかだ。,Không khí buổi sáng thật dễ chịu.,"""""""爽"""" mang ý nghĩa """"sảng khoái, thoải mái"""". Khi thêm đuôi """"やか"""", từ này diễn tả trạng thái tươi mát, dễ chịu, làm người ta cảm thấy thoải mái.""",爽やか感(さわやかかん): cảm giác sảng khoái、爽やかさ(さわやかさ): sự tươi mát、爽やか青年(さわやかせいねん): chàng trai tươi trẻ
素直,すなお,"ngoan ngoãn, dễ bảo, thẳng thắn",mimikaraoboeru,形容動詞 (tính từ đuôi na),この童話(どうわ)を読(よ)むと、子供(こども)のような素直(すなお)な気持(きも)ちになれる。,"Đọc truyện đồng thoại này, tôi có thể cảm nhận được tâm hồn hồn nhiên như trẻ con.","""""""素"""" nghĩa là """"tố, nguyên chất, đơn giản"""", """"直"""" nghĩa là """"thẳng, ngay thẳng"""". Kết hợp lại, từ này mô tả tính cách đơn giản, không phức tạp, thẳng thắn và chân thành.""",素直さ(すなおさ): sự thẳng thắn、素直心(すなおごころ): tâm hồn ngoan ngoãn、素直者(すなおもの): người nghe lời
率直,そっちょく,"thẳng thắn, trực tính",mimikaraoboeru,形容動詞 (tính từ đuôi na),彼(かれ)は率直(そっちょく)な人(ひと)で、言(い)うべきことをきちんと言(い)う。,Anh ấy là người thẳng thắn nên những lời nên nói sẽ nói một cách nghiêm túc.,"""""""率"""" có nghĩa là """"tỷ lệ, dẫn dắt"""", """"直"""" có nghĩa là """"thẳng, ngay thẳng"""". Kết hợp lại, từ này mô tả thái độ, cách nói chuyện thẳng thắn, trực tiếp, không vòng vo.""",率直さ(そっちょくさ): sự thẳng thắn、率直性(そっちょくせい): tính thẳng thắn、率直意見(そっちょくいけん): ý kiến thẳng thắn
誠実,せいじつ,"thành thật, thật thà, trung thực",mimikaraoboeru,形容動詞 (tính từ đuôi na),男女(だんじょ)とも、「誠実(せいじつ)な人(ひと)と結婚(けっこん)したい」と言(い)う若者(わかもの)が多(おお)い。,"Dù trai hay gái, nhiều người trẻ muốn kết hôn với người trung thực.","""""""誠"""" mang ý nghĩa """"thành thật, chân thành"""", """"実"""" có nghĩa là """"thực tế, chắc chắn"""". Kết hợp lại, từ này mô tả con người có lời nói chân thành và hành động đáng tin cậy.""",誠実さ(せいじつさ): sự trung thực、誠実性(せいじつせい): tính trung thực、誠実義務(せいじつぎむ): nghĩa vụ trung thực
謙虚,けんきょ,"khiêm tốn, khiêm nhường",mimikaraoboeru,形容動詞 (tính từ đuôi na),彼(かれ)は謙虚(けんきょ)な人柄(ひとがら)だ。,Anh ấy có tính cách khiêm tốn.,"""""""謙"""" mang ý nghĩa """"khiêm tốn, nhún nhường"""", """"虚"""" có nghĩa là """"trống rỗng, khiêm tốn"""". Kết hợp lại, từ này mô tả thái độ khiêm nhường, không tự cao tự đại.""",謙虚さ(けんきょさ): sự khiêm tốn、謙虚心(けんきょしん): tâm khiêm tốn、謙虚態度(けんきょたいど): thái độ khiêm tốn
賢い,かしこい,"thông minh, khôn ngoan",mimikaraoboeru,形容詞 (tính từ đuôi i),こんな難(むずか)しい話(はなし)が理解(りかい)できるとは賢(かしこ)い子(こ)だ。,Vấn đề khó như thế mà có thể hiểu được đúng là cậu bé thông minh.,"""""""賢"""" là chữ Hán mang ý nghĩa """"thông minh, khôn ngoan, sáng suốt"""", bao gồm bộ phận """"臣"""" (quan) và """"貝"""" (tiền). Người xưa cho rằng người làm quan phải là người thông minh và biết quản lý tiền bạc.""",賢さ(かしこさ): sự thông minh、賢者(けんじゃ): người khôn ngoan、賢明(けんめい): sáng suốt
