word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
荒れる,Hoang,あれる,shinkanzen,冬は肌が荒れる。,Da sần sùi vào mùa đông.,,,
慌ただしい,Hoảng,あわただしい,shinkanzen,慌ただしい日常生活。,Cuộc sống hàng ngày bận rộn.,,,
慌てる,Hoảng,あわてる,shinkanzen,火事で慌てた。,Cuống quýt vì đám cháy.,,,
哀れ,Ai,あわれ,shinkanzen,哀れな子供。,Đứa trẻ đáng thương.,,,
案,Án,あん,shinkanzen,新しい案を考える。,Suy nghĩ ra phương án mới.,,,
案〜,Án,あん〜,shinkanzen,案内のパンフレットを作る。,Làm tờ rơi hướng dẫn.,,,
安易,An dịch,あんい,shinkanzen,安易な方法。,Phương pháp dễ dàng.,,,
案外,Án ngoại,あんがい,shinkanzen,試験が案外難しかった。,Bài thi khó ngoài dự đoán.,,,
暗記,Ám ký,あんき,shinkanzen,漢字を暗記する。,Học thuộc kanji.,,,
安全性,An toàn tính,あんぜんせい,shinkanzen,車の安全性が高い。,Xe có tính an toàn cao.,,,
案の定,Án định,あんのじょう,shinkanzen,案の定、彼は遅刻し た。,"Đúng như dự đoán, anh ấy đã đến muộn.",,,
異〜,Dị,い〜,shinkanzen,異文化交流。,Giao lưu văn hóa khác nhau.,,,
言い合う,Ngôn hợp,いいあう,shinkanzen,友達と意見を言い合う。,Tranh cãi ý kiến với bạn.,,,
言い🎧す,Ngôn xuất,いいだす,shinkanzen,彼が突然言い🎧した。,Anh ấy đột nhiên nói ra.,,,
言いつける,Ngôn phó,いいつける,shinkanzen,彼は先生に言いつけ た。,Anh ấy đã mách lẻo với giáo viên.,,,
言い張る,Ngôn trương,いいはる,shinkanzen,彼は自分の意見を言い張った。,Anh ấy đã khăng khăng giữ ý kiến của mình.,,,
意外,Ý ngoại,いがい,shinkanzen,その結果は<br>意外だった。,Kết quả đó thật bất ngờ.,,,
生かす,Sinh,いかす,shinkanzen,経験を生かす。,Phát huy kinh nghiệm.,,,
生き生き,Sinh sinh,いきいき,shinkanzen,彼女は生き生きしている。,Cô ấy rất sống động.,,,
息が合う,Tức hợp,いきがあう,shinkanzen,彼と私は息が合う。,Tôi và anh ấy rất ăn ý.,,,
息が切れる,Tức thiết,いきがきれる,shinkanzen,走って息が<br>切れた。,Chạy và thở hổn hển.,,,
息が長い,Tức trường,いきがながい,shinkanzen,このプロジェクトは息が長い。,Dự án này dài hơi.,,,
-,-,いきなり,shinkanzen,いきなり雨が降った。,Bỗng dưng trời mưa.,,,
意義深 い,Ý nghĩa sâu,いぎぶかい,shinkanzen,その発言は<br>意義深いです。,Lời phát biểu đó rất có ý nghĩa.,,,
異業種,Dị nghiệp chủng,いぎょうしゅ,shinkanzen,異業種交流会。,Hội giao lưu các ngành nghề khác nhau.,,,
幾分,Kỷ phân,いくぶん,shinkanzen,幾分疲れました。,Có phần mệt mỏi.,,,
-,-,いくら,shinkanzen,いくらですか。,Bao nhiêu tiền?,,,
-,-,いくらか,shinkanzen,いくらか残っていま す。,Còn một chút.,,,
意識,Ý thức,いしき,shinkanzen,意識が高い。,Ý thức cao.,,,
-,-,いずれ,shinkanzen,いずれ分かるでしょ う。,Rồi sẽ hiểu thôi.,,,
依然,Ỷ nhiên,いぜん,shinkanzen,依然として<br>問題が残る。,Vẫn còn vấn đề.,,,
以前,Dĩ tiền,いぜん,shinkanzen,以前はよくここに来ました。,Trước đây tôi thường đến đây.,,,
偉大,Vĩ đại,いだい,shinkanzen,偉大な人物。,Nhân vật vĩ đại.,,,
抱く,Bão,いだく,shinkanzen,赤ちゃんを抱く。,Ôm em bé.,,,
痛み,Thống,いたみ,shinkanzen,心の痛み。,Nỗi đau trong tim.,,,
痛み🎧す,Thống xuất,いたみだす,shinkanzen,頭が痛み🎧す。,Bắt đầu đau đầu.,,,
痛む,Thống,いたむ,shinkanzen,傷が痛む。,Vết thương đau.,,,
位置,Vị trí,いち,shinkanzen,位置を確認する。,Xác định vị trí.,,,
一応,Nhất ứng,いちおう,shinkanzen,一応確認します。,Tạm thời xác nhận.,,,
一時,Nhất thời,いちじ,shinkanzen,一時停止する。,Tạm dừng.,,,
一時間目,Nhất thời gian mục,いちじかんめ,shinkanzen,一時間目の授業。,Tiết học đầu tiên.,,,
一段と,Nhất đoạn,いちだんと,shinkanzen,一段と寒くなる。,Trở nên lạnh hơn một bậc.,,,
一日おき,Nhất nhật,いちにちおき,shinkanzen,一日おきに<br>運動する。,Tập thể dục cách ngày.,,,
一面,Nhất diện,いちめん,shinkanzen,問題の一面。,Một mặt của vấn đề.,,,
一流〜,Nhất lưu,いちりゅう〜,shinkanzen,一流企業。,Doanh nghiệp hàng đầu.,,,
一流企業,Nhất lưu xí nghiệp,いちりゅうきぎょう,shinkanzen,一流企業に勤める。,Làm việc tại doanh nghiệp hàng đầu.,,,
一流校,Nhất lưu giáo,いちりゅうこう,shinkanzen,一流校に入学する。,Nhập học tại trường hàng đầu.,,,
一家,Nhất gia,いっか,shinkanzen,一家で旅行する。,Du lịch cả nhà.,,,
一切,Nhất thiết,いっさい,shinkanzen,一切関係ない。,Không liên quan gì.,,,
一瞬,Nhất thuấn,いっしゅん,shinkanzen,一瞬で終わる。,Kết thúc trong một loáng.,,,
一斉に,Nhất tề,いっせいに,shinkanzen,一斉に立ち上がる。,Đồng loạt đứng dậy.,,,
一層,Nhất tằng,いっそう,shinkanzen,一層の努力<br>が必要です。,Cần nỗ lực hơn nữa.,,,
一体,Nhất thể,いったい,shinkanzen,一体何をしているのか。,Không biết đang làm gì.,,,
一旦,Nhất đán,いったん,shinkanzen,一旦停止する。,Tạm thời dừng lại.,,,
一致,Nhất trí,いっち,shinkanzen,全員一致で<br>決める。,Quyết định nhất trí của tất cả mọi người.,,,
一定,Nhất định,いってい,shinkanzen,一定の温度<br>を保つ。,Giữ nhiệt độ ổn định.,,,
いつでも,-,いつでも,shinkanzen,いつでも連絡してください。,Hãy liên lạc bất cứ lúc nào.,,,
いつの間に,-,いつのまに,shinkanzen,いつの間にか寝てしまった。,Ngủ quên từ lúc nào không hay.,,,
いつまでも,-,いつまでも,shinkanzen,いつまでも元気でいてください。,Hãy giữ gìn sức khỏe mãi mãi.,,,
移転,Di chuyển,いてん,shinkanzen,事務所を移転する。,Chuyển văn phòng.,,,
遺伝,Di truyền,いでん,shinkanzen,病気が遺伝する。,Bệnh di truyền.,,,
遺伝子,Di truyền tử,いでんし,shinkanzen,遺伝子の研究。,Nghiên cứu gen di truyền.,,,
遺伝子組み換え,Di truyền tử tổ hợp hoán,いでんしくみかえ,shinkanzen,遺伝子組み換え作物。,Cây trồng biến đổi gen.,,,
稲,Đạo,いね,shinkanzen,稲を植える。,Trồng lúa.,,,
祈る,Kỳ,いのる,shinkanzen,健康を祈る。,Cầu mong sức khỏe.,,,
威張る,Uy trương,いばる,shinkanzen,彼はいつも威張っている。,Anh ấy lúc nào cũng kiêu căng.,,,
違反,Vi phạm,いはん,shinkanzen,交通違反を<br>する。,Vi phạm giao thông.,,,
衣服,Y phục,いふく,shinkanzen,衣服を整理する。,Sắp xếp quần áo.,,,
今更,Kim canh,いまさら,shinkanzen,今更言われても困る。,Đến bây giờ mới nói thì cũng không được.,,,
未だに,Vị,いまだに,shinkanzen,未だに解決していない。,Vẫn chưa được giải quyết.,,,
今に,Kim,いまに,shinkanzen,今に分かるでしょう。,Rồi sẽ hiểu thôi.,,,
今にも,Kim,いまにも,shinkanzen,今にも雨が降りそうです。,Trời sắp mưa bất cứ lúc nào.,,,
今や,Kim,いまや,shinkanzen,今や世界中が注目しています。,Bây giờ cả thế giới đang chú ý.,,,
異民族,Dị dân tộc,いみんぞく,shinkanzen,異民族との交流。,Giao lưu với các dân tộc khác.,,,
嫌がる,Hiềm,いやがる,shinkanzen,彼は嫌が<br>る。,Anh ấy ghét.,,,
-,-,いよいよ,shinkanzen,いよいよ始まります。,Cuối cùng thì cũng bắt đầu.,,,
依頼,Ỷ lại,いらい,shinkanzen,仕事を依頼する。,Nhờ làm việc.,,,
以来,Dĩ lai,いらい,shinkanzen,卒業以来、会っていない。,"Kể từ khi tốt nghiệp, chưa gặp lại.",,,
-,-,いらいら,shinkanzen,渋滞でいらいらする。,Bồn chồn vì tắc đường.,,,
医療用,Y liệu dụng,いりょうよう,shinkanzen,医療用の機器。,Thiết bị y tế.,,,
煎る,Tiễn,いる,shinkanzen,豆を煎る。,Rang đậu.,,,
色違い,Sắc vi,いろちがい,shinkanzen,色違いのシャツ。,Áo khác màu.,,,
色遣い,Sắc khiển,いろづかい,shinkanzen,上手な色遣い。,Cách sử dụng màu sắc khéo léo.,,,
〜員,Viên,いん,shinkanzen,会社員。,Nhân viên công ty.,,,
印刷機能,Ấn loát cơ năng,いんさつきのう,shinkanzen,印刷機能が付いてい る。,Được trang bị chức năng in.,,,
印象的,Ấn<br>tượng đích,いんしょうてき,shinkanzen,印象的な🎧来事。,Sự kiện ấn tượng.,,,
-,-,インストール,shinkanzen,ソフトをインストールする。,Cài đặt phần mềm.,,,
引退,Dẫn thoái,いんたい,shinkanzen,彼は引退しました。,Anh ấy đã giải nghệ.,,,
-,-,インタビュー,shinkanzen,有名人にインタビューする。,Phỏng vấn người nổi tiếng.,,,
-,-,インフルエンザ,shinkanzen,インフルエンザにかかる。,Bị cúm.,,,
引用,Dẫn dụng,いんよう,shinkanzen,文献を引用する。,Trích dẫn tài liệu.,,,
-,-,ウイルス,shinkanzen,ウイルスに感染する。,Nhiễm virus.,,,
ウイルス対策,-,ウイルスたいさく,shinkanzen,ウイルス対策を行う。,Thực hiện biện pháp chống virus.,,,
-,-,ウェブサイト,shinkanzen,ウェブサイトを作成する。,Tạo trang web.,,,
植える,Thực,うえる,shinkanzen,花を植える。,Trồng hoa.,,,
受け〜,Thụ,うけ〜,shinkanzen,受け取り。,Nhận lấy.,,,
受け入れる,Thụ nhập,うけいれる,shinkanzen,意見を受け入れる。,Chấp nhận ý kiến.,,,
受け継ぐ,Thụ kế,うけつぐ,shinkanzen,伝統を受け継ぐ。,Kế thừa truyềnthống.,,,
受け取る,Thụ thủ,うけとる,shinkanzen,手紙を受け取る。,Nhận được thư.,,,
受け持つ,Thụ trì,うけもつ,shinkanzen,授業を受け持つ。,Phụ trách giảng dạy.,,,
失う,Thất,うしなう,shinkanzen,自信を失う。,Mất tự tin.,,,
薄暗い,Bạc ám,うすぐらい,shinkanzen,部屋が薄暗い。,Phòng mờ tối.,,,
薄まる,Bạc,うすまる,shinkanzen,味が薄まる。,Vị nhạt đi.,,,
薄める,Bạc,うすめる,shinkanzen,スープを薄める。,Làm nhạt súp.,,,
歌い🎧す,Ca xuất,うたいだす,shinkanzen,彼が突然歌い🎧す。,Anh ấy bỗng nhiên bắt đầu hát.,,,
疑う,Nghi,うたがう,shinkanzen,彼の話を疑う。,Nghi ngờ câu chuyện của anh ấy.,,,
打ち〜,Đả,うち〜,shinkanzen,打ち合わせ。,Họp bàn.,,,
打ち合わせ,Đả hợp,うちあわせ,shinkanzen,企画の打ち合わせ。,Họp bàn về kế hoạch.,,,
打ち合わせる,Đả hợp,うちあわせる,shinkanzen,詳細を打ち合わせる。,Họp bàn chi tiết.,,,
内気,Nội khí,うちき,shinkanzen,彼は内気です。,Anh ấy nhút nhát.,,,
打ち消す,Đả tiêu,うちけす,shinkanzen,うわさを打ち消す。,Bác bỏ tin đồn.,,,
宇宙飛行士,Vũ trụ phi hành sĩ,うちゅうひこうし,shinkanzen,宇宙飛行士になる。,Trở thành nhà du hành vũ trụ.,,,
-,-,うっかり,shinkanzen,うっかり忘れる。,Quên mất.,,,
訴えかける,Tố,うったえかける,shinkanzen,彼に助けを訴えかける。,Kêu gọi anh ấy giúp đỡ.,,,
訴える,Tố,うったえる,shinkanzen,不正を訴える。,Tố cáo sự bất chính.,,,
腕が上がる,Uyển thượng,うでがあがる,shinkanzen,料理の腕が上がる。,Tay nghề nấu ăn lên tay.,,,
腕がいい,Uyển,うでがいい,shinkanzen,彼は大工の腕がいい。,Anh ấy có tay nghềthợ mộc giỏi.,,,
腕を上げる,Uyển thượng,うでをあげる,shinkanzen,縫い物の腕を上げる。,Lên tay nghề may vá.,,,
奪う,Đoạt,うばう,shinkanzen,財布を奪う。,Cướp ví.,,,
旨味,Chỉ vị,うまみ,shinkanzen,料理の旨味が増す。,Tăng vị ngọt của món ăn.,,,
生まれる,Sinh,うまれる,shinkanzen,子供が生まれる。,Trẻ con được sinh ra.,,,
生み🎧す,Sinh xuất,うみだす,shinkanzen,新製品を生み🎧す。,Sinh ra sản phẩm mới.,,,
埋める,Mai,うめる,shinkanzen,ごみを埋める。,Chôn rác.,,,
敬う,Kính,うやまう,shinkanzen,先生を敬う。,Kính trọng giáo viên.,,,
裏,Lý,うら,shinkanzen,紙の裏。,Mặt sau của tờ giấy.,,,
裏返す,Lý phản,うらがえす,shinkanzen,カードを裏<br>返す。,Lật ngược thẻ.,,,
裏切る,Lý thiết,うらぎる,shinkanzen,友達を裏切る。,Phản bội bạn bè.,,,
恨む,Hận,うらむ,shinkanzen,彼を恨む。,Oán hận anh ấy.,,,
羨ましい,Tiện,うらやましい,shinkanzen,彼の成功が羨ましい。,Đáng ghen tị với thành công của anh ấy.,,,
羨む,Tiện,うらやむ,shinkanzen,彼の成功を羨む。,Ghen tỵ với thành công của anh ấy.,,,
-,-,うんと,shinkanzen,うんと疲れた。,Rất mệt mỏi.,,,
永遠,Vĩnh viễn,えいえん,shinkanzen,永遠の愛。,Tình yêu vĩnh viễn.,,,
影響,Ảnh hưởng,えいきょう,shinkanzen,環境に影響を与える。,Gây ảnh hưởng đến môi trường.,,,
英国式,Anh quốc thức,えいこくしき,shinkanzen,英国式のマナー。,Phong cách lễ nghi của Anh.,,,
衛生的,Vệ sinh đích,えいせいてき,shinkanzen,衛生的な環境。,Môi trường vệ sinh.,,,
映像,Ánh<br>tượng,えいぞう,shinkanzen,映像を映す。,Chiếu hình ảnh.,,,
英文学科,Anh văn học khoa,えいぶんがっか,shinkanzen,英文学科に入る。,Học vào khoa văn học Anh.,,,
英雄,Anh hùng,えいゆう,shinkanzen,戦争の英雄。,Anh hùng chiến tranh.,,,
栄養,Dinh dưỡng,えいよう,shinkanzen,栄養を摂<br>る。,Hấp thụ dinh dưỡng.,,,
餌,Nhị,えさ,shinkanzen,魚の餌。,Thức ăn cho cá.,,,
-,-,エチケット,shinkanzen,エチケットを守る。,Giữ nghi thức.,,,
エネルギー資源,-,えねるぎーしげん,shinkanzen,エネルギー資源を利用する。,Sử dụng tài nguyên năng lượng.,,,
獲物,Hoạch vật,えもの,shinkanzen,獲物を捕る。,Bắt con mồi.,,,
円,Viên,えん,shinkanzen,円を描く。,Vẽ hình tròn.,,,
〜園,Viên,〜えん,shinkanzen,動物園。,Vườn thú.,,,
宴会,Yến hội,えんかい,shinkanzen,忘年会の宴会。,Tiệc tất niên.,,,
演技,Diễn kỹ,えんぎ,shinkanzen,彼の演技は素晴らし い。,Diễn xuất của anh ấy tuyệt vời.,,,
演劇,Diễn kịch,えんげき,shinkanzen,演劇を観<br>る。,Xem kịch.,,,
園児,Viên nhi,えんじ,shinkanzen,園児の遠足。,Chuyến đi dã ngoại của trẻ em mẫu giáo.,,,
演習,Diễn tập,えんしゅう,shinkanzen,火災演習を行う。,Diễn tập chữa cháy.,,,
援助,Viện trợ,えんじょ,shinkanzen,人道援助を行う。,Thực hiện viện trợ nhân đạo.,,,
援助活動,Viện trợ hoạt động,えんじょかつどう,shinkanzen,災害援助活動。,Hoạt động viện trợthảm họa.,,,
演説,Diễn thuyết,えんぜつ,shinkanzen,政治家の演説。,Diễn thuyết của chính trị gia.,,,
演奏,Diễn Tấu,えんそう,shinkanzen,彼はピアノを演奏します。,Anh ấy biểu diễn piano.,,,
追い〜,Truy ~,おい〜,shinkanzen,彼は犬を追いかけています。,Anh ấyđang đuổi theo con chó.,,,
追いかける,Truy Trục,おいかける,shinkanzen,子供は猫を追いかけました。,Đứa trẻ đã đuổi theo con mèo.,,,
追い越す,Truy Việt,おいこす,shinkanzen,車はバスを追い越しました。,Chiếc xe đã vượt qua chiếc xe buýt.,,,
追い出す,Truy Xuất,おいだす,shinkanzen,彼は家から追い出されました。,Anh ấy bịđuổi ra khỏi nhà.,,,
追いつく,Truy Phó,おいつく,shinkanzen,彼はすぐに<br>私に追いつきました。,Anh ấy ngay lập tức đuổi kịp tôi.,,,
負う,Phụ,おう,shinkanzen,彼は責任を負う。,Anh ấy chịu trách nhiệm.,,,
応援,Ứng Viện,おうえん,shinkanzen,私たちは彼を応援します。,Chúng tôi sẽ ủng hộ anh ấy.,,,
欧州連合,Âu Châu Liên Hợp,おうしゅうれんごう,shinkanzen,欧州連合の本部はブリュッセルに<br>あります。,Trụ sở của Liên minh Châu Âu ở Brussels.,,,
横断,Hoành Đoạn,おうだん,shinkanzen,横断歩道を渡ります。,Tôi sẽ băng qua đường dành chongười đi bộ.,,,
往復,Vãng Phục,おうふく,shinkanzen,東京までの往復切符を買いまし<br>た。,Tôi đã mua vé khứ hồi đi Tokyo.,,,
大〜,Đại ~,おお〜,shinkanzen,大雨が降っています。,Đang có mưa lớn.,,,
大雨洪水警報,Đại Vũ Hồng Thủy Cảnh Báo,おおあめこうずいけいほう,shinkanzen,大雨洪水警報が発令されました。,Cảnh báo mưa lớn và lụt lội đãđược ban hành.,,,
大いに,Đại,おおいに,shinkanzen,大いに楽し<br>みました。,Tôi đã rất vui.,,,
大げさ,Đại,おおげさ,shinkanzen,彼の話はいつも大げさです。,Câu chuyện của anh ấy lúc nào cũng phóng đại.,,,
大手自動車メーカー,Đại Thủ Tự Động Xa,おおてじどうしゃメーカー,shinkanzen,トヨタは日本の大手自動車メーカーです。,Toyota là một hãng ô tô lớn của Nhật Bản.,,,
大通り,Đại Thông,おおどおり,shinkanzen,大通りを渡ります。,Tôi sẽ băng qua đại lộ.,,,
オーバー,Over,オーバー,shinkanzen,予算オーバーしまし た。,Chúng tôiđã vượt quá ngân sách.,,,
大幅,Đại Phúc,おおはば,shinkanzen,大幅な変更が必要で<br>す。,Cần có sự thay đổi lớn.,,,
大まか,Đại,おおまか,shinkanzen,大まかに説明します。,Tôi sẽ giải thích một cách đạikhái.,,,
丘,Khâu,おか,shinkanzen,あの丘の上に登りましょう。,Hãy leo lên đồi đó đi.,,,
お母様,Mẫu,おかあさま,shinkanzen,お母様によろしくお伝えくださ<br>い。,Xin gửi lời chào đếnmẹ của bạn.,,,
犯す,Phạm,おかす,shinkanzen,彼は罪を犯した。,Anh ấy đã phạm tội.,,,
沖,Trùng,おき,shinkanzen,船は沖に出<br>ました。,Con tàu đã ra khơi.,,,
～おき,~ Cách,おき,shinkanzen,3 メートルおきに木を<br>植えます。,Trồng cây cách nhau 3 mét.,,,
補う,Bổ,おぎなう,shinkanzen,ビタミンを補うためにサプリを飲<br>みます。,Uống bổ sungvitamin để bù đắp.,,,
奥様,Ốc,おくさま,shinkanzen,奥様によろしくお伝えください。,Xin gửi lời chào đến phu nhân của bạn.,,,
怒り出す,Nộ Xuất,おこりだす,shinkanzen,彼は突然怒り出した。,Anh ấy đột nhiên nổi giận.,,,
押さえる,Áp,おさえる,shinkanzen,ドアを押さえてください。,Xin hãy giữ cửa lại.,,,
抑える,Ức,おさえる,shinkanzen,感情を抑えるのは難しいです。,Kìm nén cảm xúc là việc khó.,,,
納める,Nạp,おさめる,shinkanzen,税金を納める。,Nộp thuế.,,,
お辞儀,Từ Nghi,おじぎ,shinkanzen,彼は深くお辞儀をし<br>た。,Anh ấy đã cúi chào rất sâu.,,,
惜しむ,Tích,おしむ,shinkanzen,彼の死を惜しみます。,Tôi tiếc thương sự ra đi của anh ấy.,,,
お嬢ちゃん,Nương,おじょうちゃん,shinkanzen,お嬢ちゃんはお元気ですか。,Con gái nhỏ của bạnkhỏekhông?,,,
雄,Hùng,おす,shinkanzen,この犬は雄です。,Con chó này là conđực.,,,
汚染,Ô Nhiễm,おせん,shinkanzen,工場の排気ガスで空気<br>が汚染されています。,Không khí bị ô nhiễm bởi khí thải từ nhà máy.,,,
襲う,Tập,おそう,shinkanzen,泥棒が家を<br>襲いました。,Kẻ trộm đã tấn côngngôi nhà.,,,
恐らく,Khủng,おそらく,shinkanzen,彼は恐らく来ないでし<br>ょう。,Có lẽ anh ấy sẽ không đến.,,,
恐れる,Khủng,おそれる,shinkanzen,失敗を恐れないでくだ<br>さい。,Đừng sợ thất bại.,,,
恐ろしい,Khủng,おそろしい,shinkanzen,その映画は<br>恐ろしいです。,Bộ phim đó thật đángsợ.,,,
お互いに,Hỗ,おたがいに,shinkanzen,お互いに助け合いましょう。,Hãy giúp đỡ lẫn nhau.,,,
穏やか,Ổn,おだやか,shinkanzen,穏やかな海です。,Biển êm đềm.,,,
落ち込む,Lạc Nhập,おちこむ,shinkanzen,彼は試験に落ちて落ち<br>込んでいます。,Anh ấy thất vọng vìtrượt kỳ thi.,,,
おっとり,"Điềm<br>đạm, hòa nhã",おっとり,shinkanzen,Cô ấy rất điềm đạm.,,,,
お父様,Phụ,おとうさま,shinkanzen,お父様によろしくお伝<br>えください。,Xin gửi lời chào đến bố của bạn.,,,
おどおど,"Lo lắng, căng thẳng",おどおど,shinkanzen,Anh ấy trông rất lo lắng.,,,,
驚く,Kinh,おどろく,shinkanzen,そのニュースに驚きました。,Tôi đã rất ngạc nhiêntrước tin tức đó.,,,
同い年,Đồng Niên,おないどし,shinkanzen,私たちは同い年です。,Chúng tôibằng tuổi nhau.,,,
各々,Các,おのおの,shinkanzen,各々が自分の意見を言った。,Mỗi người đều đã nêu ý kiến củamình.,,,
オフィス街,Office Nhai,おふぃすがい,shinkanzen,彼はオフィス街に住んでいます。,Anh ấy sống ở khu phố văn phòng.,,,
（お）坊ちゃん,Phường,おぼっちゃん,shinkanzen,お坊ちゃんはお元気ですか。,Cậu con trai nhỏ của bạn khỏekhông?,,,
お盆,Bồn,おぼん,shinkanzen,お盆には家族が集まります。,Gia đình sẽ sum họpvào dịp lễ Obon.,,,
主,Chủ,おも,shinkanzen,主な問題は解決しました。,Vấn đề chính đã được giải quyết.,,,
思いがけない,Tư,おもいがけない,shinkanzen,彼の訪問は思いがけないことでした。,Sự thăm viếng của anh ấy làđiều không thể ngờ tới.,,,
思い切って,Tư Thiết,おもいきって,shinkanzen,思い切って仕事を辞めました。,Tôi đã mạnh dạn nghỉ việc.,,,
思い切り,Tư Thiết,おもいきり,shinkanzen,思い切り楽しんでください。,Hãy tận hưởng hết mình.,,,
思い込む,Tư Nhập,おもいこむ,shinkanzen,彼はそれが本当だと思い込んでい<br>ます。,Anh ấy tưởng rằng điều đó là thật.,,,
思いつく,Tư,おもいつく,shinkanzen,いいアイデアを思いつ<br>きました。,Tôi đã nghĩ ra một ý tưởng hay.,,,
思いのほか,Tư,おもいのほか,shinkanzen,その結果は思いのほか良かったで<br>す。,Kết quả đó tốt hơn tôi nghĩ.,,,
面白み,Diện Bạch,おもしろみ,shinkanzen,彼の話には面白みがあ<br>ります。,Câu chuyện của anh ấy rất thú vị.,,,
主に,Chủ,おもに,shinkanzen,彼は主に営業の仕事をしていま<br>す。,Anh ấy chủ yếu làm công việc kinh doanh.,,,
重み,Trọng,おもみ,shinkanzen,この箱は重<br>みがあります。,Cái hộp này rất nặng.,,,
思わず,Tư,おもわず,shinkanzen,思わず笑ってしまいました。,Tôi bất giác cười.,,,
親孝行,Thân Hiếu Hành,おやこうこう,shinkanzen,彼は親孝行な息子で す。,Anh ấy là một người con hiếu thảo.,,,
およそ,Khoảng,およそ,shinkanzen,およそ 5 キロの道のりです。,Quãng đườngkhoảng 5 km.,,,
及ぶ,Cập,およぶ,shinkanzen,影響は全域<br>に及びました。,Ảnh hưởng lan ra toàn vùng.,,,
及ぼす,Cập,およぼす,shinkanzen,彼の行動が大きな影響<br>を及ぼしました。,Hành động của anh ấy đã gây ảnh hưởng lớn.,,,
お詫び,Sá,おわび,shinkanzen,お詫びの言葉を述べま<br>した。,Tôi đã xin lỗi.,,,
恩,Ân,おん,shinkanzen,彼には多くの恩があり<br>ます。,Tôi mang ơn anh ấy rất nhiều.,,,
音声,Âm Thanh,おんせい,shinkanzen,音声ガイドを利用しました。,Tôi đã sử dụng hướng dẫn âmthanh.,,,
温泉街,Ôn<br>Tuyền Nhai,おんせんがい,shinkanzen,温泉街でリラックスしました。,Tôi đã thư giãn tại khu phố suối nóng.,,,
温暖,Ôn Noãn,おんだん,shinkanzen,今年の冬は温暖です。,Mùa đôngnăm nay ấm áp.,,,
温暖化,Ôn Noãn Hóa,おんだんか,shinkanzen,地球温暖化が問題で す。,Biến đổi khí hậu là một vấn đề.,,,
おんぶ,Cõng,おんぶ,shinkanzen,赤ちゃんをおんぶしま<br>す。,Tôi sẽ cõng em bé.,,,
オンライン〜,Online,オンライン〜,shinkanzen,オンラインショッピングが便利で<br>す。,Mua sắm trực tuyếnrất tiện lợi.,,,
オンラインショッピング,Online Shopping,オンラインショッピング,shinkanzen,オンラインショッピングを利用し<br>ます。,Tôi sử dụng mua sắmtrực tuyến.,,,
オンラインショップ,Online Shop,オンラインショップ,shinkanzen,新しいオンラインショップを開設<br>しました。,Tôi đã mở cửa hàng trực tuyến mới.,,,
～化,Hóa,～か,shinkanzen,近代化が進んでいま す。,Quá trình hiện đại hóa đang tiếntriển.,,,
～家,Gia,～か,shinkanzen,音楽家になりたいで す。,Tôi muốn trở thành nhạc sĩ.,,,
～界,Giới,～かい,shinkanzen,教育界の問題です。,Đây là vấn đề của giới giáo dục.,,,
～街,Nhai,～がい,shinkanzen,商店街を歩きました。,Tôi đã đidạo qua khu phố thương mại.,,,
会員証,Hội Viên Chứng,かいいんしょう,shinkanzen,会員証を提示してください。,Xin vui lòng xuất trình thẻ hộiviên.,,,
開花,Khai Hoa,かいか,shinkanzen,桜が開花しました。,Hoa anhđào đã nở.,,,
改革,Cải Cách,かいかく,shinkanzen,教育制度を改革しま す。,Chúng tôi sẽ cải cách hệ thống giáo dục.,,,
海岸沿い,Hải Ngạn<br>Duyên,かいがんぞい,shinkanzen,海岸沿いを<br>散歩しました。,Tôi đã đidạo dọc bờ biển.,,,
会計士,Hội Kế Sĩ,かいけいし,shinkanzen,彼は有名な会計士で す。,Anh ấy là một kế toán viên nổitiếng.,,,
解決,Giải Quyết,かいけつ,shinkanzen,問題を解決しました。,Vấn đề đã được giảiquyết.,,,
解決済み,Giải<br>Quyết Tế,かいけつずみ,shinkanzen,その問題は<br>解決済みです。,Vấn đề đóđã được giải quyết xong.,,,
外交官,Ngoại Giao Quan,がいこうかん,shinkanzen,彼は優れた外交官で す。,Anh ấy là một nhàngoại giao xuất sắc.,,,
外交政策,Ngoại Giao Chính Sách,がいこうせいさく,shinkanzen,外交政策を見直しま す。,Chúng tôi sẽ xem xét lại chínhsách ngoại giao.,,,
回収,Hồi Thu,かいしゅう,shinkanzen,商品を回収します。,Chúng tôi sẽ thu hồi sản phẩm.,,,
解消,Giải Tiêu,かいしょう,shinkanzen,ストレスを解消しました。,Tôi đã giải tỏa căng thẳng.,,,
外相,Ngoại Tướng,がいしょう,shinkanzen,外相が会議に出席しました。,Ngoại trưởng đã tham dự cuộc họp.,,,
海水浴場,Hải Thủy Dục Trường,かいすいよくじょう,shinkanzen,夏には海水浴場が賑わいます。,Bãi tắm biển rất nhộn nhịpvào mùa hè.,,,
回数券,Hồi Số Khoán,かいすうけん,shinkanzen,回数券を買いました。,Tôi đã mua vé đi nhiều lần.,,,
快晴,Khoái Tình,かいせい,shinkanzen,今日は快晴です。,Hôm nay trời trongxanh.,,,
改正,Cải Chính,かいせい,shinkanzen,法律を改正しました。,Luật đã được sửa đổi.,,,
